,T,f,df,temperatura,dtemperatura,P,dP,E,dE,virial,dvirial,KEtotal,dKEtotal,KEt,dKEt,KEr,dKEr,Cv1,dCv1,dfdT,ddfdT
0,298.0,-1.3437000903448073,0.0002171796256687302,298.00369987984453,0.011791589187915986,-9.102843101076042,0.00032255465131224336,-6616.501593844942,0.31855152626377936,-1.7760591604104363,0.0015955901899246093,1603.3657266908913,0.06344293703315507,801.2963226881229,0.0759911040581067,802.0694039498978,0.07661513515294055,17.51208611021866,0.08087454718387461,37.49327858261559,0.0018051142205172488
1,298.0,-5.311436633849546,0.0009061605076873729,297.98345206084457,0.01261473537637758,-9.10240806255358,0.00031285697883030265,-6616.217694595823,0.307803632987871,-1.7752767755109449,0.001602474213711937,1603.256786234656,0.06787175582697806,801.153336043993,0.0754786712760712,802.1034501095842,0.08223960166890615,17.356555843143724,0.08281270562328545,37.49166983009196,0.001744209866298796
2,298.0,-11.699451502055828,0.0022292892507272907,297.9216537925104,0.0174400763402901,-9.100532676049623,0.000316933048853144,-6614.856717435916,0.31338109703998557,-1.7788389091515746,0.001882835217121323,1602.9242896064075,0.09383380369489155,801.3330756453896,0.08474605909380024,801.5912138943875,0.09688106155830645,17.383860679372447,0.09482498120151456,37.48395767358793,0.0017758153016689611
3,298.0,-20.152049429943336,0.005564698661850708,297.8529519433203,0.03658235030492697,-9.096982996781668,0.00038831929014133227,-6612.020997308457,0.39731930545639305,-1.7774998040458412,0.0031222944538090323,1602.5546492616859,0.19682603505933524,801.9807356005256,0.1338787962058377,800.5739138028082,0.16514555837992315,17.143849360203603,0.1384421201363167,37.46788869163226,0.002251462225828952
4,298.0,-30.112738285901376,0.021780696902034307,297.6465529073874,0.16464271960632623,-9.091535312734006,0.0012189617508771445,-6608.212243297404,1.0618012123350067,-1.790917440441005,0.014385093053278135,1601.4441491559146,0.885836296241172,803.0275103508441,0.483314273368488,798.4166382756064,0.5790729544333363,17.1457741332124,0.45776846666661297,37.44630588489316,0.006016836554312094
5,298.0,-40.68206974318616,0.05781559579203954,296.8471302868433,0.3075013328767003,-9.074826133330435,0.003636371120487021,-6597.425023867568,3.707715789531001,-1.8450805042105836,0.02513518321994183,1597.1429715818153,1.65446636482258,804.7727882149193,1.0652790592918142,792.3701869455224,1.2047568196255765,18.06468886230141,0.9618974793247208,37.38517868383709,0.02101026033698573
6,298.0,-50.44844976784147,0.10951592545842234,295.01129844536734,0.5121511158862405,-9.040643727931716,0.004343403361593905,-6576.435738564908,5.646743337339692,-1.8200577128931883,0.053387554616666374,1587.265544369411,2.7555548687094844,806.1245062834976,2.094381854899785,781.1410337400458,2.131872235384891,17.742070288950345,2.970236769709699,37.2662401315008,0.031998015572090414
7,298.0,-57.97877584932775,0.3501116647764442,288.64977957367995,3.1721590314909376,-8.994336596348374,0.009682406007435055,-6568.847577836727,11.179538476877921,-1.895853765342692,0.07742147426206189,1553.03831385961,17.06734202543921,791.8449934928806,13.750074722678765,761.1933235870042,4.866272799707492,12.687055674439762,3.5952722926085667,37.22324081833264,0.06335032866404876
8,298.0,-62.38085484404271,0.9636912669981631,289.36205000004657,0.12017209203101568,-8.88081183028974,0.002523041121749242,-6462.502505650722,2.8924462153541612,-2.0520385856736625,0.01514836862270834,1556.870581681225,0.6465685390877889,815.1679453945707,0.30485582192494337,741.7026333249905,0.3478194543622273,1.5208073148387484,1.6953769054611432,36.620622446553284,0.016390427852979304
9,298.0,-53.424452673677344,0.49309092132476956,285.87134354841845,0.46841680676290925,-8.872142783539356,0.009624533205396621,-6473.455760134599,8.905218869535643,-2.0573328436677114,0.23726383060090225,1538.0893414189873,2.5202487552497863,806.9132251920316,5.311165553067188,731.1761119777142,5.448044291196225,5.450784336513607,2.1155060811482636,36.68269050713266,0.05046259673863546
