,T,f,df,temperatura,dtemperatura,P,dP,E,dE,Virial,dVirial,KEtotal,dKEtotal,KEt,dKEt,KEr,dKEr,Cv1,dCv1,dfdT,ddfdT
0,298.0,0.0,0.0,298.0046191887761,0.019921790118252694,-9.097115575544501,0.00036207675052357457,-6611.315424527985,0.40227225292929075,-1.77250954315127,0.0016460751524257425,1603.379939703401,0.10718693026258305,801.8192220502399,0.08478750518938742,801.5607178240607,0.09077861040108037,17.39562994352309,0.11973009568278226,37.46389047045097,0.002279528755674289
1,298.0,0.0,0.0,298.03245292165377,0.018840783569908367,-9.080775417185224,0.0003496838922352759,-6596.410505708915,0.38568253654974854,-1.7578147321771993,0.001536984016032892,1603.5296961586466,0.10137068946940714,803.9050084372888,0.08284686477189862,799.6246875889847,0.08680092922866764,17.23853936220985,0.11671723370795305,37.379429782939845,0.0021855209406677345
2,298.0,0.0,0.0,298.0607087345676,0.01940499114097359,-9.05376393111521,0.0003634288688078728,-6571.867106618844,0.3999385507856013,-1.7336129080709453,0.0016039814680056544,1603.681723072356,0.10440634651597405,807.3033245139583,0.0905514386556233,796.3783986199711,0.08958561222711882,17.620516484283144,0.11724099125563314,37.24035137626276,0.0022663045248082904
3,298.0,0.0,0.0,297.96755285345705,0.020063950717326622,-9.01657685014217,0.00034547039593939684,-6538.788386716145,0.38847676169637113,-1.6946543220550019,0.0015240746302666434,1603.1805086430377,0.10795180450246473,811.5809667017375,0.08575838028858924,791.5995418348072,0.08806661710452292,17.50878871086752,0.11756170419523683,37.05290644892804,0.0022013547858439047
4,298.0,0.0,0.0,297.9749262566892,0.02090641163144916,-8.967024611202422,0.00035339659556737587,-6494.003043916588,0.40166215558649476,-1.6468163706356604,0.0015310149163605031,1603.2201802898658,0.11248456417389752,817.4922748169106,0.08375325387818824,785.7279054621254,0.09168111694863719,17.45062612585025,0.1154318591668748,36.79912439957983,0.002276071558647807
5,298.0,0.0,0.0,298.0215378649404,0.01860261037455006,-8.905247099159096,0.0003229800158265027,-6437.96716239179,0.36333649851915195,-1.5887400861661254,0.0015066840788827492,1603.4709688027706,0.10008923015130909,825.0408774936183,0.08321997445970672,778.4300913586424,0.08447852254425893,17.576557012129342,0.11503255994555264,36.48158968930544,0.002058894170128102
6,298.0,0.0,0.0,298.04250344263585,0.01868513475274943,-8.830077872451973,0.00030995501724320057,-6369.976547399544,0.35385115252152144,-1.512035364038758,0.0014230371190421722,1603.583771641917,0.10053323848245968,833.8433209120035,0.08014346327027415,769.740450814324,0.07738789584775427,17.757340003736317,0.10978849874762518,36.09631190575907,0.0020051442065110053
7,298.0,0.0,0.0,298.207768425122,0.020758162386434204,-8.73842914364391,0.0003266037404112897,-6286.32855537584,0.37891371495659176,-1.4200278048455086,0.00151397685640289,1604.4729611759963,0.11168693203117473,844.3310322479138,0.08889786376579739,760.141929017913,0.0849167402200125,18.109621163079282,0.11345273162127363,35.62230953103906,0.002147164520727575
8,298.0,0.0,0.0,299.4174478698311,0.018905012491889146,-8.61466116866145,0.000303443131393257,-6168.057531862422,0.35022670540235673,-1.2884397750070096,0.0013588624939377702,1610.9815037567264,0.1017162666997259,856.7744858494852,0.07799485778421658,754.2070179474725,0.0763375219351224,18.50489999371348,0.1092194138864482,34.952111183778804,0.001984605799073266
9,298.0,0.0,0.0,304.34701537030554,0.020720721541518477,-8.410606455593543,0.00030632845345668076,-5957.273148613507,0.3601827085886776,-1.0693030310469154,0.0014569822703937832,1637.5044807527643,0.11148548364739384,872.75923805527,0.07895389975955787,764.7452425759647,0.08713483524062948,20.099156414769823,0.12266327392131131,33.757673686874355,0.002041022803700216
