,T,f,df,temperatura,dtemperatura,P,dP,E,dE,Virial,dVirial,KEtotal,dKEtotal,KEt,dKEt,KEr,dKEr,Cv1,dCv1,dfdT,ddfdT
0,298.0,0.0,0.0,297.99134217490615,0.01144542781532828,-9.096892688521674,0.0002930065793026829,-6611.185592686292,0.2905952128180089,-1.773987515386483,0.001561594655274567,1603.3085044538184,0.06158082978641004,801.8762235732613,0.07627781127538281,801.4322807950606,0.0775622725907231,17.399892963236198,0.08026268251014423,37.46315476120334,0.0016466960846946055
1,298.0,0.0,0.0,298.0035523241022,0.011335624746151936,-9.08116379943835,0.00028489927382724666,-6596.916710642398,0.2837848124743541,-1.7593515249186857,0.0015217136913067979,1603.3741997452344,0.060990035789418647,803.8827550160336,0.07223434917758441,799.4914447171809,0.07586028500605314,17.348584032268263,0.07899451165122316,37.38229825993206,0.0016081040532831198
2,298.0,0.0,0.0,297.99897604471647,0.0113997924507362,-9.05381991443757,0.0002872155393325819,-6572.249805142416,0.2848859706066632,-1.7311307638369877,0.0015196846128206277,1603.3495774098415,0.06133528753931065,807.0598307552676,0.07257808197787981,796.2897468194607,0.07772006149302654,17.3590329651488,0.08160646874473532,37.24251998790047,0.0016143439110134657
3,298.0,0.0,0.0,297.9966493894287,0.0114724357244235,-9.01665815079579,0.00029079518514058146,-6538.705250815031,0.28876806875573047,-1.6953563162861418,0.0015220048413683454,1603.337059112903,0.061726134820910245,811.64562300408,0.07349595026953504,791.6914359717334,0.07518270635513694,17.4915527915,0.07985495659247335,37.05243534838399,0.001636342331980132
4,298.0,0.0,0.0,297.99564096548676,0.011407938931587015,-8.967210059261154,0.0002837313597201679,-6494.059050034766,0.28214043503465613,-1.6510227063826173,0.001507578672685573,1603.331633324322,0.061379110406531996,817.5240922432658,0.07587731919423985,785.8075411614428,0.0772184840604826,17.539015454123728,0.08186329122964452,36.79944176563218,0.0015987859717309393
5,298.0,0.0,0.0,298.0114156648377,0.010992737213053038,-8.905488921679417,0.0002857716056497259,-6438.239989580834,0.2810543917199311,-1.5885794313488601,0.0014800692218759298,1603.416507432008,0.05914517002253677,824.9750563261954,0.07170178442865922,778.441451111433,0.07338943637468252,17.714656908938196,0.07553551753242616,36.483135700540906,0.0015926317641071343
6,298.0,0.0,0.0,298.0121903436934,0.010749374473162456,-8.830843110648175,0.00024716027227997776,-6370.830653691748,0.24792408097495752,-1.5117954925573776,0.0014579944898146526,1603.4206755338582,0.05783578990675297,833.8111539970637,0.06517343763453051,769.6095214969454,0.06886679805401523,17.775070838455576,0.07305717662473367,36.10115181166681,0.0014048944904630912
7,298.0,0.0,0.0,298.0559809755557,0.011195328070273968,-8.740399734554938,0.00025331501129053735,-6288.924673884644,0.2525617002026957,-1.4228865747721804,0.0014632329801575607,1603.656286110023,0.060235184612852474,844.0081468818349,0.06863149018025827,759.6481391927815,0.07105827789085391,17.977911601716187,0.07686854162344313,35.6370207788342,0.0014311741712278413
8,298.0,0.0,0.0,298.32254479473704,0.010202344057993196,-8.627796643444404,0.00022981324038284911,-6185.809866260662,0.23292358365710858,-1.306418984136761,0.0014187185104304965,1605.0905024853025,0.05489254765614835,853.703748819363,0.06277066747244259,751.3867536294938,0.06650914706174278,18.394081316771917,0.07087006353708541,35.05270712706462,0.0013198921947878228
9,298.0,0.0,0.0,299.4985058412572,0.010735779947009976,-8.47167836103898,0.00023647875829766105,-6038.507934123921,0.2381730866606985,-1.1531175089367685,0.001413780420890445,1611.4176269997436,0.05776264340937734,859.0807658408974,0.06763236072251663,752.33686105291,0.0736790238932315,12.330738979770103,0.08091756357494809,34.21800130873639,0.0013496391956374842
