,T,f,df,temperatura,dtemperatura,P,dP,E,dE,Virial,dVirial,KEtotal,dKEtotal,KEt,dKEt,KEr,dKEr,Cv1,dCv1,dfdT,ddfdT
0,298.0,-1.3435038579757155,0.00023570734523279673,297.9974320779433,0.02061757991330822,-9.102100612966277,0.00039864687734452836,-6615.855584775293,0.43763981590123624,-1.7798820147590277,0.0016034890112787436,1603.3412702701353,0.11093054930268224,801.2621584841709,0.08444517110212527,802.0791116574825,0.09144038837456565,17.474891369813122,0.12575366666406906,37.4896178870544,0.0024799437140155174
1,298.0,-5.309495419742095,0.0009592344388176979,297.9522639516936,0.021160811535289103,-9.102298586165952,0.00037426789254006054,-6616.277373777006,0.41415379302751326,-1.7773951641230905,0.0015372223976851307,1603.0982483942585,0.11385333337407422,801.16528911138,0.08787955484152948,801.932959293277,0.0926563008133403,17.621845874615246,0.12596907657786513,37.492008010040074,0.002346857069069124
2,298.0,-11.695929484783763,0.002193895778591787,297.9391997504288,0.02315557464878691,-9.100336182730357,0.00037884609088358604,-6614.575613793155,0.41518077754872446,-1.7758204963247288,0.0018798581017854146,1603.027958156607,0.12458593265005276,801.4071611009936,0.0994335910844733,801.6207969584271,0.10485999288967973,17.226258765847888,0.12108201154264762,37.482364762736296,0.002352676612257619
3,298.0,-20.146455673835394,0.005417267122590094,297.8700086926612,0.0420101661623018,-9.097474350910659,0.00046744530585246817,-6612.363654289285,0.4938320200607686,-1.7785882031813876,0.00304324444761359,1602.655682728707,0.22603084613707616,801.9138353114782,0.1410578867431447,800.741847592052,0.1889725027447184,17.40195385098923,0.17193555604346084,37.46983040258905,0.0027983642471016723
4,298.0,-30.097643835782204,0.019194530000776068,297.3045753575307,0.08186053770779043,-9.0893629516879,0.0012991000320316107,-6608.081307962688,1.2750573057297734,-1.7833115784508526,0.00759954924800014,1599.6134344182208,0.44044114305715265,802.081073590696,0.43141784835933844,797.5323604639623,0.404124947058497,17.319938096159603,0.5236372735701873,37.44556392255681,0.0072252803228905
5,298.0,-40.655589761551724,0.05313200545329231,297.0610650243616,0.2856577812699472,-9.071045619739015,0.0023151302609091358,-6592.8509429065025,2.6443276664948376,-1.7517486690809179,0.018055976332450447,1598.3032537784889,1.5369495351805058,805.1057020300533,1.0583885436595457,793.1975506018417,1.2699530686039533,17.929542848840356,1.1635072062104357,37.35925905103715,0.014984431342614611
6,298.0,-50.444709231423296,0.15589842833068177,295.01218929150247,0.5805441989328375,-9.046487248415154,0.003657679737991815,-6581.698494141512,4.604139555589258,-1.6831167940921499,0.0570005516130876,1587.279523666462,3.1235545834679908,806.0175178361305,1.6483378716926655,781.261999520605,2.757421851543052,13.799597595527302,1.9174547513448768,37.296062229802615,0.026089963787046637
7,298.0,-58.74531432423646,0.5483640339035051,291.24403155483685,1.5628703769518322,-9.02577909720259,0.022545415494693348,-6583.272998028106,28.610777804928006,-1.8678964109110048,0.03909141309540229,1567.0053504237972,8.408863838507669,806.7544533342708,1.2167796508980655,760.2508922920114,8.88249190802737,24.690147312852787,7.54689294436008,37.304984363654185,0.16212674438458305
8,298.0,-59.37554020651821,0.23785460771612124,292.0218081320527,1.0782560237021044,-8.941817209140446,0.008594810186723438,-6503.27088989412,9.676489124667654,-2.1664420728675187,0.07723305501557998,1571.1900883293724,5.801428668509149,823.7902406288207,4.654157282194706,747.3998523778176,4.839603974053986,12.920784305693815,2.2296437431347313,36.85164187065846,0.05483310134857658
9,298.0,-62.98820925074061,1.0006964665892473,292.9434234440774,0.0003695979557396521,-8.859346067690941,2.114641888473523e-05,-6423.84070780868,0.02108297310234198,-2.027059547210225,9.016913660185907e-05,1576.1486713632985,0.001996566932242089,780.5938147176279,0.01591698056548154,795.5549166222943,0.013929681244188316,0.006909955816809088,0.033153994973589444,36.40154027201794,0.00011940463362884564
